,id,latitude,longitude,Coordinates
248,460469,52.360480049733106,4.926849572550374,POINT (29294507.62494497 24068343.46992843)
249,462341,52.373932570783175,4.893548611587601,POINT (29286572.53798968 24063159.30969959)
250,462809,52.37458934130694,4.943733512896456,POINT (29291075.91440777 24074199.59445942)
251,466259,52.35643226560935,4.90674701940424,POINT (29294050.89545175 24063336.32867469)
252,467103,52.37074432303853,4.894354369870574,POINT (29287783.99267495 24062842.93252069)
253,467581,52.37618660902663,4.886181500639763,POINT (29285073.9980691 24061901.55836098)
254,467852,52.36816644448256,4.8845408343283365,POINT (29287774.91857375 24060306.09810652)
255,474452,52.369745426732855,4.860264786370328,POINT (29284918.58661229 24055258.90818633)
256,480245,52.35408510547038,4.912887311384521,POINT (29295466.59262174 24064313.06619827)
257,481664,52.39038482976692,4.891275742539776,POINT (29280498.79195494 24065203.11412047)
258,483779,52.34931579908979,4.831327287524187,POINT (29289454.91800661 24045796.0513105)
259,484836,52.370659805670606,4.8602548587307375,POINT (29284592.08411315 24055397.95124842)
260,485237,52.364021018353405,4.830338645081807,POINT (29284126.74425188 24047852.74494293)
261,489418,52.37593538177365,4.850102038926285,POINT (29281753.96410485 24054000.26535575)
262,489832,52.36361746323698,4.867616948798473,POINT (29287795.36559171 24055915.07745112)
263,494433,52.368515082759075,4.852309319162253,POINT (29284604.57310443 24053335.11956015)
264,495862,52.36164855074444,4.873109638074137,POINT (29289015.52755453 24056808.34415404)
265,496953,52.361589666638594,4.876629520641026,POINT (29289369.14600622 24057566.50845115)
266,498514,52.34071605068944,4.909998754151091,POINT (29299954.05325668 24061621.29030474)
267,500516,52.365514976477186,4.885977956323232,POINT (29288854.82335523 24060210.11838853)
268,502869,52.38302928662314,4.875120783486151,POINT (29281592.41305276 24060547.49738083)
269,503629,52.353642388047284,4.878240646423016,POINT (29292350.98313459 24056691.00799548)
270,505012,52.36401570566927,4.887578937815927,POINT (29289539.9324769 24060327.70973552)
271,505650,52.354995178072215,4.876105688405309,POINT (29291667.56249259 24056434.38651256)
272,505804,52.38479733583831,4.877257048069398,POINT (29281164.61236989 24061285.96274791)
273,507598,52.378624642642,4.879444964735611,POINT (29283569.43280891 24060809.79623068)
274,510836,52.38037159672225,4.89358758012555,POINT (29284283.17644811 24064161.49146923)
