,lat,lon,NAME,CAT,SHAPE
103,52.378236651421005,4.7846800088882,Tuinhuisje Van Pauline En Jeroen,Garden,"{'x': 52.378236651421005, 'y': 4.7846800088882, 'spatialReference': {'wkid': 4326}}"
104,52.380414717678,4.7861650000000004,P&t,Soccer Field,"{'x': 52.380414717678, 'y': 4.7861650000000004, 'spatialReference': {'wkid': 4326}}"
105,52.37800831695699,4.7862056413407,AAC Rugby,Other Great Outdoors,"{'x': 52.37800831695699, 'y': 4.7862056413407, 'spatialReference': {'wkid': 4326}}"
106,52.378766684396,4.7865203824746,Nederlandse Rugby BondRugby,Stadium,"{'x': 52.378766684396, 'y': 4.7865203824746, 'spatialReference': {'wkid': 4326}}"
107,52.375656366348,4.7818309999999995,Osdorperpolder,Other Great Outdoors,"{'x': 52.375656366348, 'y': 4.7818309999999995, 'spatialReference': {'wkid': 4326}}"
108,52.374982,4.784981,Het nieuwe Bijenpark,Garden,"{'x': 52.374982, 'y': 4.784981, 'spatialReference': {'wkid': 4326}}"
109,52.373967511725,4.7851538174806,Tigeno Tuincomplex,Campground,"{'x': 52.373967511725, 'y': 4.7851538174806, 'spatialReference': {'wkid': 4326}}"
110,52.378465000000006,4.786016941070599,A.S.R.V Ascrum,Field,"{'x': 52.378465000000006, 'y': 4.786016941070599, 'spatialReference': {'wkid': 4326}}"
111,52.378809999999994,4.78634,Oerol,General Entertainment,"{'x': 52.378809999999994, 'y': 4.78634, 'spatialReference': {'wkid': 4326}}"
112,52.378635144561,4.7864473723529,Bok De Korver Rugby Stadion,Other Great Outdoors,"{'x': 52.378635144561, 'y': 4.7864473723529, 'spatialReference': {'wkid': 4326}}"
113,52.368284369040005,4.7828705866175,Bierbrouwerij De 7 Deugden,Brewery,"{'x': 52.368284369040005, 'y': 4.7828705866175, 'spatialReference': {'wkid': 4326}}"
114,52.361204806021995,4.7837334786570995,Salon Osdorp,Lounge,"{'x': 52.361204806021995, 'y': 4.7837334786570995, 'spatialReference': {'wkid': 4326}}"
115,52.367294315294,4.786627330641,Galatasaray Football Academy Amsterdam,Soccer Field,"{'x': 52.367294315294, 'y': 4.786627330641, 'spatialReference': {'wkid': 4326}}"
116,52.361219938935,4.785724430999401,The Royal,General Entertainment,"{'x': 52.361219938935, 'y': 4.785724430999401, 'spatialReference': {'wkid': 4326}}"
117,52.356176137553994,4.785477937216901,Dijkgraafplein • Osdorp,Plaza,"{'x': 52.356176137553994, 'y': 4.785477937216901, 'spatialReference': {'wkid': 4326}}"
118,52.355078542605,4.7804396878928,Huis van jody en karen,Comedy Club,"{'x': 52.355078542605, 'y': 4.7804396878928, 'spatialReference': {'wkid': 4326}}"
119,52.356694143256,4.7848644567029,Biljartcentrum Osdorp,Pool Hall,"{'x': 52.356694143256, 'y': 4.7848644567029, 'spatialReference': {'wkid': 4326}}"
120,52.360316999999995,4.7835220000000005,Sbk,Art Gallery,"{'x': 52.360316999999995, 'y': 4.7835220000000005, 'spatialReference': {'wkid': 4326}}"
121,52.3603879,4.7847015,Keukenplein,Plaza,"{'x': 52.3603879, 'y': 4.7847015, 'spatialReference': {'wkid': 4326}}"
122,52.360099795015,4.785002897588299,Sport En Judocentrum Osdorp,Comedy Club,"{'x': 52.360099795015, 'y': 4.785002897588299, 'spatialReference': {'wkid': 4326}}"
123,52.356455,4.785089,Bankie,Water Park,"{'x': 52.356455, 'y': 4.785089, 'spatialReference': {'wkid': 4326}}"
124,52.360603000000005,4.785933,De Kroon,General Entertainment,"{'x': 52.360603000000005, 'y': 4.785933, 'spatialReference': {'wkid': 4326}}"
125,52.352697,4.782196,Loetje In De Aker,Whisky Bar,"{'x': 52.352697, 'y': 4.782196, 'spatialReference': {'wkid': 4326}}"
126,52.361815849255,4.7860460191008,Biljartcentrum Osdorp,Pool Hall,"{'x': 52.361815849255, 'y': 4.7860460191008, 'spatialReference': {'wkid': 4326}}"
127,52.356352,4.785076,Bed Time,Theme Park,"{'x': 52.356352, 'y': 4.785076, 'spatialReference': {'wkid': 4326}}"
128,52.35029773785401,4.7806770836503,Verel's Poolbar,Hotel Bar,"{'x': 52.35029773785401, 'y': 4.7806770836503, 'spatialReference': {'wkid': 4326}}"
129,52.362753999999995,4.787343,Manege Het Molenpaardje,Stables,"{'x': 52.362753999999995, 'y': 4.787343, 'spatialReference': {'wkid': 4326}}"
130,52.350449,4.781894,Passy's Castle,General Entertainment,"{'x': 52.350449, 'y': 4.781894, 'spatialReference': {'wkid': 4326}}"
131,52.3469,4.783665,Forza Roma Club Couch,Soccer Stadium,"{'x': 52.3469, 'y': 4.783665, 'spatialReference': {'wkid': 4326}}"
132,52.346951357514,4.7835719115236,Bloomingdale,Lounge,"{'x': 52.346951357514, 'y': 4.7835719115236, 'spatialReference': {'wkid': 4326}}"
133,52.346933268751,4.7835130460549005,Park,Field,"{'x': 52.346933268751, 'y': 4.7835130460549005, 'spatialReference': {'wkid': 4326}}"
134,52.346991462151,4.7834818234948,Dog Meeting Point De Oude Molen,Dog Run,"{'x': 52.346991462151, 'y': 4.7834818234948, 'spatialReference': {'wkid': 4326}}"
135,52.348782,4.780958999999999,Sweet  Home Osdorp,Hookah Bar,"{'x': 52.348782, 'y': 4.780958999999999, 'spatialReference': {'wkid': 4326}}"
136,52.348824173814,4.779980684088099,Iseoplantsoen,Field,"{'x': 52.348824173814, 'y': 4.779980684088099, 'spatialReference': {'wkid': 4326}}"
137,52.348637,4.780913,@gizems hause NL:)),Beer Garden,"{'x': 52.348637, 'y': 4.780913, 'spatialReference': {'wkid': 4326}}"
138,52.348526,4.784286,Aya's Speeltuin,Playground,"{'x': 52.348526, 'y': 4.784286, 'spatialReference': {'wkid': 4326}}"
139,52.346340000000005,4.78479,Lelijk Kunstwerk,Art Gallery,"{'x': 52.346340000000005, 'y': 4.78479, 'spatialReference': {'wkid': 4326}}"
140,52.346450805664,4.7844839096069,secmusem,Museum,"{'x': 52.346450805664, 'y': 4.7844839096069, 'spatialReference': {'wkid': 4326}}"
141,52.422899,4.792855,Visplek Amerika Haven,Other Great Outdoors,"{'x': 52.422899, 'y': 4.792855, 'spatialReference': {'wkid': 4326}}"
142,52.411561999999996,4.786654,Bp Amsterdam Steiger 3,Harbor / Marina,"{'x': 52.411561999999996, 'y': 4.786654, 'spatialReference': {'wkid': 4326}}"
143,52.410641,4.791328,Amerikahaven,Harbor / Marina,"{'x': 52.410641, 'y': 4.791328, 'spatialReference': {'wkid': 4326}}"
144,52.398189702769,4.7937222711849,Rwzi Amsterdam West,Well,"{'x': 52.398189702769, 'y': 4.7937222711849, 'spatialReference': {'wkid': 4326}}"
145,52.396938817003004,4.7871635815535,Heineken HoReCa City,Brewery,"{'x': 52.396938817003004, 'y': 4.7871635815535, 'spatialReference': {'wkid': 4326}}"
146,52.379677633977,4.7873736125502,Sportpark De Eendracht,Park,"{'x': 52.379677633977, 'y': 4.7873736125502, 'spatialReference': {'wkid': 4326}}"
147,52.382752,4.791901,Mijn Achtertuin,Lounge,"{'x': 52.382752, 'y': 4.791901, 'spatialReference': {'wkid': 4326}}"
148,52.380090222035,4.789219457551201,speeltuin geuzenveld,Playground,"{'x': 52.380090222035, 'y': 4.789219457551201, 'spatialReference': {'wkid': 4326}}"
149,52.382782734532,4.7918299494462,The matrix,Lounge,"{'x': 52.382782734532, 'y': 4.7918299494462, 'spatialReference': {'wkid': 4326}}"
150,52.375073,4.787404,Bahce,Campground,"{'x': 52.375073, 'y': 4.787404, 'spatialReference': {'wkid': 4326}}"
151,52.375743,4.787428,Tigeno Tuin 214,Garden,"{'x': 52.375743, 'y': 4.787428, 'spatialReference': {'wkid': 4326}}"
152,52.385222,4.79344,Bankje aan het Brettenpad,Other Great Outdoors,"{'x': 52.385222, 'y': 4.79344, 'spatialReference': {'wkid': 4326}}"
153,52.376597,4.793823000000001,Geuzenoord Studio,Music Venue,"{'x': 52.376597, 'y': 4.793823000000001, 'spatialReference': {'wkid': 4326}}"
154,52.372977,4.79395682,K.N.H.S. Concordia,Field,"{'x': 52.372977, 'y': 4.79395682, 'spatialReference': {'wkid': 4326}}"
155,52.371283,4.794128,Archery Concordia,Other Great Outdoors,"{'x': 52.371283, 'y': 4.794128, 'spatialReference': {'wkid': 4326}}"
156,52.378360748290994,4.7953324317932005,thuinnen compleks,Farm,"{'x': 52.378360748290994, 'y': 4.7953324317932005, 'spatialReference': {'wkid': 4326}}"
157,52.36754222851,4.7942984104156,Molen De 1100 Roe,Monument / Landmark,"{'x': 52.36754222851, 'y': 4.7942984104156, 'spatialReference': {'wkid': 4326}}"
158,52.367259999999995,4.79338,Windmolen Eendrachtspark,Scenic Lookout,"{'x': 52.367259999999995, 'y': 4.79338, 'spatialReference': {'wkid': 4326}}"
159,52.362382000000004,4.791225,Future Cafe,Bar,"{'x': 52.362382000000004, 'y': 4.791225, 'spatialReference': {'wkid': 4326}}"
160,52.354855674586,4.7929539070511,Damien's Place,Home (private),"{'x': 52.354855674586, 'y': 4.7929539070511, 'spatialReference': {'wkid': 4326}}"
161,52.356743,4.789208,Wesleys Place,Campground,"{'x': 52.356743, 'y': 4.789208, 'spatialReference': {'wkid': 4326}}"
162,52.35519569449001,4.787180578808701,Dijkgraafplein,Neighborhood,"{'x': 52.35519569449001, 'y': 4.787180578808701, 'spatialReference': {'wkid': 4326}}"
163,52.358988000000004,4.790719,Dierweide Osdorp,Farm,"{'x': 52.358988000000004, 'y': 4.790719, 'spatialReference': {'wkid': 4326}}"
164,52.359515,4.790886,Lovely Balkon In De Zon,Garden,"{'x': 52.359515, 'y': 4.790886, 'spatialReference': {'wkid': 4326}}"
165,52.359072,4.791625,After Partyyyy @ Marinkie's,Gay Bar,"{'x': 52.359072, 'y': 4.791625, 'spatialReference': {'wkid': 4326}}"
166,52.356326922509005,4.7922436881287,"Café/Restaurant ""De Uitweg""",Bar,"{'x': 52.356326922509005, 'y': 4.7922436881287, 'spatialReference': {'wkid': 4326}}"
167,52.355247999999996,4.792073,NickieNonstop's Studio,Dance Studio,"{'x': 52.355247999999996, 'y': 4.792073, 'spatialReference': {'wkid': 4326}}"
168,52.355856,4.792593,Brian's Boomhut,Trail,"{'x': 52.355856, 'y': 4.792593, 'spatialReference': {'wkid': 4326}}"
169,52.355431,4.79239,Pie,General Entertainment,"{'x': 52.355431, 'y': 4.79239, 'spatialReference': {'wkid': 4326}}"
170,52.355375417373,4.7928392887115,NickieNonstop's Studio,Dance Studio,"{'x': 52.355375417373, 'y': 4.7928392887115, 'spatialReference': {'wkid': 4326}}"
171,52.351927,4.789151,Sander Bras's!,Strip Club,"{'x': 52.351927, 'y': 4.789151, 'spatialReference': {'wkid': 4326}}"
172,52.351044254498994,4.794716968333599,De Serre,Art Gallery,"{'x': 52.351044254498994, 'y': 4.794716968333599, 'spatialReference': {'wkid': 4326}}"
173,52.344254239783,4.7902152675556,De Aker,Other Great Outdoors,"{'x': 52.344254239783, 'y': 4.7902152675556, 'spatialReference': {'wkid': 4326}}"
174,52.347418,4.7947133666667,Osdorp Palace Garden,Garden,"{'x': 52.347418, 'y': 4.7947133666667, 'spatialReference': {'wkid': 4326}}"
175,52.343953289724,4.790343135851599,Frankfurther in De Aker,Neighborhood,"{'x': 52.343953289724, 'y': 4.790343135851599, 'spatialReference': {'wkid': 4326}}"
176,52.353097821203,4.7946618489942,Voetbalveldje Louis Visserplein,Soccer Field,"{'x': 52.353097821203, 'y': 4.7946618489942, 'spatialReference': {'wkid': 4326}}"
177,52.353657,4.7952580000000005,Ins Nikita (Michèle's ResQ bunker),Playground,"{'x': 52.353657, 'y': 4.7952580000000005, 'spatialReference': {'wkid': 4326}}"
